dataset,representation,embedding_tag,objective,pair_condition,N,run,seed,train_examples,train_pairs,val_pairs,epochs_trained,general_pair_accuracy,same_image_accuracy,mse,mae,pearson,spearman,kendall_c,rating_mode,test_examples,general_test_pairs,same_image_test_pairs
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,2.0,9,8,3693,7386,1620,20,0.8389319552110249,0.7977150537634409,6.686795711517334,2.2017247676849365,0.6509704071221449,0.6049929108863411,0.48373557006184587,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,2.0,9,8,3693,7386,1620,16,0.834108527131783,0.7876344086021505,3.5705513954162598,1.5912089347839355,0.6424858043569941,0.5988980827243752,0.47633256449500133,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,2.0,10,9,3693,7386,1620,18,0.8420327304048234,0.782258064516129,6.7745137214660645,2.2556371688842773,0.646275059799585,0.606918596065105,0.484455691394377,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,2.0,10,9,3693,7386,1620,16,0.8301464254952627,0.7755376344086021,5.281845569610596,2.0023553371429443,0.6386953492361727,0.5987613325485952,0.4766055775276642,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,3.0,1,0,3693,11079,2430,20,0.8408268733850129,0.7936827956989247,9.438506126403809,2.6241352558135986,0.6631840278996037,0.6182056050998477,0.49431977096580587,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,3.0,1,0,3693,11079,2430,16,0.8315245478036176,0.7983870967741935,5.433488845825195,1.9320216178894043,0.6455784765471293,0.6088535678384193,0.4847682715332229,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,3.0,2,1,3693,11079,2430,17,0.8360034453057709,0.8010752688172043,4.5236053466796875,1.8033424615859985,0.6476011673283892,0.6108289490858353,0.48853901675246547,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,3.0,2,1,3693,11079,2430,16,0.8422049956933678,0.8111559139784946,5.974326133728027,2.0336220264434814,0.654601002005279,0.6259760109589554,0.5007415122993113,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,3.0,3,2,3693,11079,2430,16,0.834108527131783,0.793010752688172,3.193821907043457,1.5021960735321045,0.6549898775329552,0.6056613825391648,0.4833913362380535,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,3.0,3,2,3693,11079,2430,16,0.834625322997416,0.7903225806451613,5.10004186630249,1.8937273025512695,0.6540232764227483,0.6056277770609751,0.4826237343781028,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,3.0,4,3,3693,11079,2430,16,0.8167097329888028,0.7641129032258065,5.363487243652344,2.005054473876953,0.6056633749545881,0.576254961984806,0.4598132976635871,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,3.0,4,3,3693,11079,2430,16,0.824978466838932,0.7862903225806451,9.605635643005371,2.6214804649353027,0.6294526519150168,0.5952529797140826,0.474512477610582,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,3.0,5,4,3693,11079,2430,19,0.8482342807924204,0.8131720430107527,6.988637924194336,2.2313716411590576,0.6611625820853675,0.6221191418438757,0.4971923428746937,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,3.0,5,4,3693,11079,2430,16,0.8360034453057709,0.780241935483871,6.416770935058594,2.1024587154388428,0.6395271340472108,0.5953726118651503,0.4738873173328902,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,3.0,6,5,3693,11079,2430,17,0.8377260981912145,0.7896505376344086,7.219343662261963,2.351435899734497,0.6417122962730701,0.6070873157615353,0.48360895532206016,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,3.0,6,5,3693,11079,2430,16,0.8366925064599483,0.8118279569892473,6.29545783996582,2.111605405807495,0.6493886510109803,0.6134578093832873,0.48931848874427114,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,3.0,7,6,3693,11079,2430,17,0.8470284237726098,0.8064516129032258,6.2632317543029785,2.1491899490356445,0.6593287102872978,0.6264894635085433,0.5014853738955523,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,3.0,7,6,3693,11079,2430,16,0.8399655469422911,0.7775537634408602,7.147464275360107,2.21874737739563,0.6307116333240401,0.6122211798190568,0.4873282633032648,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,3.0,8,7,3693,11079,2430,20,0.834625322997416,0.7829301075268817,15.727766990661621,3.3801491260528564,0.6182343187051629,0.6007185727466381,0.4811201843431477,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,3.0,8,7,3693,11079,2430,16,0.8318690783807063,0.7735215053763441,12.973922729492188,3.1040236949920654,0.6250285244622091,0.5998025644026115,0.4788806861331883,rounded_mean,1161,5805,1488
